"worker_no","exclude","trip.1","trip.2","trip.3","choice","isrepeat","RT"
1,0,44,22,29,1,0,12260
1,0,42,4,15,2,0,2450
1,0,44,13,16,2,1,1916
1,0,28,22,9,3,0,2453
1,0,24,48,1,3,0,4671
1,0,37,13,4,1,0,3344
1,0,9,16,23,2,0,5675
1,0,29,46,3,3,0,2582
1,0,2,43,38,3,0,5744
1,0,34,40,2,1,0,2737
1,0,9,13,41,2,0,12915
1,0,10,48,46,3,0,3401
1,0,28,19,35,2,0,3302
1,0,10,20,19,1,0,3781
1,0,46,17,27,2,1,2809
1,0,6,11,16,3,0,4231
1,0,38,19,31,1,1,143309
1,0,36,34,42,2,0,2622
1,0,21,48,4,1,0,1775
1,0,9,17,36,3,0,1748
1,0,4,30,29,3,0,3612
1,0,30,16,14,2,0,2538
1,0,11,41,34,1,1,5322
1,0,25,16,28,1,1,1966
1,0,26,17,33,3,0,2446
1,0,40,42,6,1,0,1647
1,0,22,10,33,2,0,1833
1,0,37,33,8,3,0,3356
1,0,1,46,25,2,0,1437
1,0,8,28,38,3,0,60617
1,0,32,18,20,1,0,1508
1,0,30,7,25,1,0,2043
1,0,8,47,31,1,1,1733
1,0,10,4,18,2,0,2043
1,0,14,29,10,2,0,2541
1,0,31,11,3,3,0,3617
1,0,9,20,44,1,0,2410
1,0,22,5,41,2,0,7695
1,0,41,29,15,1,0,2834
1,0,33,46,11,3,0,3153
1,0,24,37,28,2,0,9105
1,0,14,26,4,3,1,7878
1,0,35,10,38,3,0,5831
1,0,29,8,42,1,0,2453
1,0,29,40,33,3,0,3075
1,0,6,27,34,1,0,6183
1,0,44,32,5,3,0,2821
1,0,40,18,43,1,0,4049
1,0,31,28,10,3,0,2320
1,0,41,27,42,2,0,2835
1,0,37,15,43,1,0,33909
1,0,29,27,2,3,0,4656
1,0,40,10,27,3,0,2554
1,0,35,16,7,2,0,2453
1,0,20,4,46,3,1,2001
1,0,41,35,40,2,0,2116
1,0,7,41,37,3,0,3073
1,0,25,27,26,2,1,2680
1,0,7,6,48,2,1,2850
1,0,36,3,22,2,0,3230
1,0,46,37,22,3,0,6197
1,0,8,46,32,3,0,1533
1,0,37,30,47,3,0,1984
1,0,40,3,14,2,1,1958
1,0,41,38,25,3,0,3415
1,0,6,46,45,3,0,4176
1,0,5,7,36,2,0,2143
1,0,28,7,26,2,0,1974
1,0,45,17,37,2,0,1759
1,0,44,21,6,3,0,2324
1,0,48,44,18,3,1,1805
1,0,43,45,16,1,0,2551
1,0,17,38,13,1,0,3302
1,0,27,9,7,2,0,11579
1,0,20,11,21,2,0,1816
1,0,19,4,43,3,1,2101
1,0,3,16,5,3,0,4054
1,0,38,31,19,2,1,2666
1,0,17,3,1,2,0,2227
1,0,23,14,6,1,0,3923
1,0,18,13,46,2,0,3073
1,0,38,6,4,1,0,2241
1,0,1,8,21,2,0,5414
1,0,13,16,44,1,1,4382
1,0,28,18,13,2,0,3979
1,0,18,45,19,1,0,3146
1,0,6,26,32,1,1,2948
1,0,5,39,26,2,0,37934
1,0,35,8,36,2,0,2169
1,0,10,34,7,1,0,2201
1,0,24,38,27,1,1,2621
1,0,34,21,25,1,0,2199
1,0,11,24,36,2,0,2763
1,0,5,15,25,2,1,2370
1,0,14,35,39,2,0,2423
1,0,1,18,41,1,0,1833
1,0,45,39,25,2,0,3174
1,0,39,11,44,2,0,6338
1,0,32,4,23,2,0,2889
1,0,24,27,38,2,1,2199
1,0,22,2,31,2,0,2468
1,0,1,46,14,2,0,19274
1,0,24,4,31,1,0,2615
1,0,15,7,36,2,0,2898
1,0,34,13,30,2,0,4488
1,0,32,31,7,1,0,2070
1,0,8,13,3,1,0,1831
1,0,26,40,23,1,0,5011
1,0,2,36,26,1,0,3158
1,0,23,24,22,1,1,17285
1,0,19,27,8,2,0,4347
1,0,11,8,30,2,0,2143
1,0,3,34,28,2,0,4630
1,0,27,33,12,1,0,2223
1,0,35,1,22,2,1,1875
1,0,46,17,27,2,1,3649
1,0,22,4,27,2,0,2015
1,0,46,40,30,1,0,2114
1,0,35,9,21,2,0,6138
1,0,24,41,39,3,0,2422
1,0,4,7,1,3,0,4402
1,0,39,34,31,3,0,2568
1,0,48,23,29,2,1,2833
1,0,45,47,41,1,1,2411
1,0,1,42,47,1,0,2340
1,0,14,28,44,3,0,7384
1,0,32,40,45,1,1,5632
1,0,41,31,23,3,1,2397
1,0,42,21,22,1,0,2991
1,0,48,9,26,3,0,3753
1,0,31,46,21,3,0,2044
1,0,26,35,46,2,0,2114
1,0,44,35,33,3,0,2143
1,0,19,3,30,2,0,4177
1,0,40,14,3,3,1,2100
1,0,15,48,17,1,0,1958
1,0,45,15,14,1,0,1984
1,0,11,42,10,3,0,1860
1,0,33,4,36,2,0,1804
1,0,25,44,42,2,0,2001
1,0,11,15,27,2,0,4854
1,0,5,27,37,3,0,3448
1,0,11,19,40,3,0,1376
1,0,22,26,43,3,0,2397
1,0,27,44,30,2,0,2217
1,0,9,4,40,2,0,4738
1,0,20,46,4,3,1,2397
1,0,48,47,27,1,0,1703
1,0,28,11,5,3,0,1352
1,0,27,23,36,2,1,1818
1,0,39,18,22,1,0,1943
1,0,7,42,45,3,0,2608
1,0,36,28,46,2,1,2045
1,0,4,28,45,1,0,3192
1,0,25,1,9,2,0,1649
1,0,21,26,15,1,0,2154
1,0,33,31,30,3,0,2672
1,0,47,25,32,3,0,1783
1,0,20,22,16,2,0,2200
1,0,12,29,9,1,0,4728
1,0,14,47,2,3,0,16824
1,0,18,35,27,3,0,3216
1,0,3,39,32,1,0,3271
1,0,12,13,21,1,0,3077
1,0,45,31,35,3,1,2734
1,0,12,45,34,3,0,2341
1,0,28,15,12,1,0,3331
1,0,44,7,18,1,0,1704
1,0,47,45,41,2,1,1466
1,0,26,18,30,3,0,2129
1,0,23,5,45,3,0,4544
1,0,38,43,36,2,0,3357
1,0,1,39,36,1,0,3344
1,0,16,17,42,1,1,28326
1,0,19,4,43,2,1,1864
1,0,18,42,13,2,0,2709
1,0,20,29,37,3,0,4715
1,0,23,10,8,2,0,1676
1,0,3,35,24,1,1,2395
1,0,18,3,9,2,0,3090
1,0,22,11,47,1,0,2608
1,0,34,8,9,3,0,2894
1,0,30,17,28,2,0,2960
1,0,2,37,1,1,0,1490
1,0,37,23,25,1,0,4854
1,0,40,25,14,3,0,2537
1,0,43,13,39,3,0,2011
1,0,17,29,31,3,0,1989
1,0,17,11,32,3,0,2532
1,0,9,39,37,3,0,3855
1,0,17,2,10,1,0,3173
1,0,1,2,44,1,0,3357
1,0,47,28,6,3,0,2398
1,0,35,17,4,3,0,3400
1,0,46,2,43,2,0,2169
1,0,32,14,38,1,0,2044
1,0,19,2,5,2,0,1505
1,0,33,28,39,2,0,1814
1,0,1,19,34,3,0,1623
1,0,21,39,2,3,0,1713
1,0,24,35,3,3,1,9362
1,0,21,29,5,1,0,2541
1,0,14,26,4,3,1,5334
1,0,48,40,13,3,0,2623
1,0,31,37,18,2,0,2045
1,0,43,1,31,2,0,4247
1,0,1,20,23,3,0,2397
1,0,37,16,48,1,0,1690
1,0,22,8,14,1,0,3612
1,0,46,12,42,3,0,3273
1,0,26,27,25,3,1,1762
1,0,7,20,14,1,0,3189
1,0,25,13,31,2,0,2919
1,0,14,1,27,3,0,2467
1,0,41,11,1,3,0,6226
1,0,17,39,23,1,0,2897
1,0,32,43,29,3,0,2542
1,0,46,23,44,3,0,3416
1,0,9,10,1,1,0,2057
1,0,25,6,22,1,0,2466
1,0,20,47,19,2,0,2936
1,0,30,35,12,3,0,5387
1,0,17,47,18,2,0,1788
1,0,44,43,17,1,0,5012
1,0,16,26,31,1,0,1465
1,0,16,12,1,2,0,1589
1,0,24,10,25,2,0,1832
1,0,38,48,3,3,0,2099
1,0,39,42,20,2,0,4614
1,0,13,22,45,1,0,1973
1,0,40,20,28,1,0,36892
1,0,10,32,16,1,0,1899
1,0,2,32,48,2,0,2070
1,0,40,36,16,3,0,34444
1,0,35,45,31,2,1,44872
1,0,31,8,47,2,1,154309
1,0,31,40,5,2,0,1751
1,0,24,40,1,1,0,1801
1,0,12,31,8,1,0,2170
1,0,23,15,19,1,0,2170
1,0,7,19,29,3,0,2015
1,0,43,48,11,2,0,1987
1,0,34,32,24,3,0,2538
1,0,17,34,20,2,0,1817
1,0,11,32,9,2,1,1507
1,0,34,19,44,3,0,2043
1,0,47,24,44,3,0,3189
1,0,28,21,23,1,0,2006
1,0,32,12,22,1,0,2001
1,0,44,18,48,3,1,1702
1,0,41,17,21,2,0,108713
1,0,41,44,4,2,0,2608
1,0,33,5,6,3,0,48547
1,0,24,33,18,1,0,4685
1,0,21,24,30,2,0,2353
1,0,6,32,26,1,1,3257
1,0,42,3,14,2,0,2245
1,0,28,1,29,1,0,2201
1,0,15,25,5,1,1,1506
1,0,20,36,48,3,0,422846
1,0,26,38,34,2,0,2149
1,0,18,28,29,1,0,4104
1,0,16,17,42,2,1,1960
1,0,27,31,20,1,0,6171
1,0,19,13,47,2,0,2553
1,0,26,13,19,2,0,1931
1,0,22,23,30,2,0,2098
1,0,28,2,16,3,0,3230
1,0,31,42,36,2,0,3192
1,0,38,18,8,3,0,5008
1,0,38,29,16,2,0,12744
1,0,47,33,7,2,0,6704
1,0,12,48,25,1,0,2084
1,0,33,15,13,1,0,2190
1,0,47,33,23,1,1,3393
1,0,26,20,8,2,0,116497
1,0,41,3,26,2,0,2227
1,0,16,32,33,3,0,2284
1,0,43,42,23,1,0,3343
1,0,9,47,15,3,0,2621
1,0,26,29,11,1,0,2155
1,0,35,1,22,2,1,3357
1,0,34,29,47,1,0,1916
1,0,38,30,5,2,0,3244
1,0,26,42,24,1,0,2087
1,0,10,43,41,2,0,1718
1,0,12,26,37,3,0,2964
1,0,27,45,3,1,0,1888
1,0,2,13,6,3,0,2591
1,0,36,45,29,3,0,1634
1,0,10,39,12,3,0,3935
1,0,48,8,45,1,0,2458
1,0,14,34,5,3,0,1956
1,0,10,5,13,1,0,1606
1,0,7,2,35,2,0,3271
1,0,19,25,17,3,0,3724
1,0,37,44,40,1,0,1845
1,0,17,6,8,2,0,3132
1,0,8,40,44,3,0,3243
1,0,46,20,38,3,0,2836
1,0,35,43,47,2,0,1945
1,0,18,14,11,1,0,1706
1,0,17,24,5,2,0,2651
1,0,45,38,44,3,0,4208
1,0,22,48,34,1,0,67195
1,0,10,36,30,2,0,2043
1,0,15,6,35,3,0,3141
1,0,47,36,21,2,0,1367
1,0,39,8,15,2,0,1466
1,0,37,42,38,1,0,1506
1,0,17,7,22,3,0,1479
1,0,28,25,16,1,1,3824
1,0,39,19,46,1,0,24825
1,0,11,9,32,3,1,2071
1,0,7,6,48,2,1,1945
1,0,18,25,36,2,0,2115
1,0,24,12,19,2,0,1903
1,0,6,37,3,1,1,1691
1,0,28,43,27,2,0,2043
1,0,2,33,9,3,0,3049
1,0,33,48,19,1,0,1959
1,0,39,17,40,1,0,2200
1,0,16,41,8,3,0,2440
1,0,4,5,8,1,0,1915
1,0,14,21,33,1,0,2697
1,0,41,19,22,3,0,2181
1,0,44,4,17,2,0,2228
1,0,30,14,41,3,0,3174
1,0,6,37,3,2,1,14670
1,0,43,19,14,1,0,2777
1,0,45,26,11,2,0,1378
1,0,43,21,3,1,0,3189
1,0,45,24,20,3,0,1378
1,0,29,6,39,2,0,1353
1,0,12,36,44,2,0,3330
1,0,2,8,25,1,0,1178
1,0,13,1,27,1,0,2905
1,0,48,42,35,2,0,2692
1,0,21,40,7,2,0,1335
1,0,23,22,24,1,1,2665
1,0,11,23,13,2,0,12700
1,0,6,20,24,1,0,2085
1,0,13,20,12,3,0,3824
1,0,45,2,4,1,0,1918
1,0,43,2,12,1,0,4820
1,0,26,10,47,2,0,2932
1,0,9,38,46,3,0,3222
1,0,39,27,16,1,0,1819
1,0,14,37,36,2,0,1971
1,0,2,46,41,1,0,1678
1,0,6,41,12,3,0,1320
1,0,4,3,12,1,0,1365
1,0,27,21,32,3,1,2059
1,0,15,46,34,1,0,2043
1,0,6,43,30,2,0,4728
1,0,33,47,23,2,1,3271
1,0,48,39,30,2,0,2395
1,0,40,32,45,2,1,1831
1,0,10,15,37,3,0,2100
1,0,32,28,42,2,0,1974
1,0,11,2,38,2,0,3923
1,0,36,32,41,2,0,2032
1,0,15,30,20,1,0,2409
1,0,9,14,24,3,0,1746
1,0,23,31,41,1,1,2694
1,0,36,19,6,3,0,2539
1,0,6,37,31,2,0,2289
1,0,18,21,37,1,0,2170
1,0,11,4,25,2,0,2565
1,0,35,20,5,1,0,3331
1,0,40,22,38,1,0,3264
1,0,27,23,36,2,1,1548
1,0,29,24,13,2,0,3683
1,0,39,7,38,3,0,1817
1,0,21,19,16,2,0,3894
1,0,48,5,1,3,0,1859
1,0,1,26,44,3,0,2529
1,0,33,43,34,2,0,2506
1,0,38,47,20,1,0,1394
1,0,33,42,5,2,0,2932
1,0,40,15,3,2,0,1691
1,0,47,39,4,3,0,1747
1,0,28,13,14,1,0,4148
1,0,48,41,28,1,0,2044
1,0,10,1,6,3,0,3979
1,0,15,24,2,2,0,3372
1,0,7,36,13,3,0,2214
1,0,11,41,34,3,1,1988
1,0,34,18,37,2,0,2030
1,0,5,47,46,2,0,2807
1,0,24,8,7,2,0,2609
1,0,23,12,38,1,0,2908
1,0,20,41,33,3,0,2244
1,0,2,42,30,1,0,1474
1,0,32,19,37,3,0,2256
1,0,46,16,24,3,0,2950
1,0,17,14,12,3,0,4839
1,0,3,33,25,2,0,2622
1,0,9,43,5,2,0,1464
1,0,47,12,40,2,0,2369
1,0,18,2,23,1,0,1619
1,0,35,11,37,3,0,25741
1,0,46,7,43,3,0,1993
1,0,29,48,23,2,1,2737
1,0,8,24,43,2,0,1635
1,0,19,42,9,3,0,3818
1,0,11,7,12,3,0,1251
1,0,31,14,48,1,0,3994
1,0,12,5,18,1,0,2271
1,0,21,38,33,2,0,1971
1,0,45,30,9,2,0,3901
1,0,18,1,6,2,0,1917
1,0,34,4,16,2,0,6794
1,0,9,31,6,2,0,1757
1,0,2,3,20,1,0,1464
1,0,13,35,32,2,0,1960
1,0,28,36,46,2,1,3429
1,0,7,23,3,3,0,2260
1,0,32,22,15,1,0,3481
1,0,32,21,27,3,1,2001
1,0,3,47,16,1,0,2466
1,0,25,20,43,3,0,4022
1,0,44,10,3,1,0,3941
1,0,15,1,38,2,1,2709
1,0,1,30,32,2,0,3638
1,0,38,15,1,3,1,1762
1,0,10,21,45,1,0,2800
1,0,44,31,15,3,0,3124
1,0,25,35,29,3,0,1549
1,0,1,45,33,3,0,1323
1,0,23,35,34,2,0,2962
1,0,15,16,18,2,0,1916
2,0,44,22,29,1,0,6073
2,0,42,4,15,2,0,3022
2,0,44,13,16,2,1,4505
2,0,28,22,9,3,0,2541
2,0,24,48,1,3,0,2501
2,0,37,13,4,3,0,3384
2,0,9,16,23,2,0,2374
2,0,29,46,3,3,0,3402
2,0,2,43,38,1,0,6017
2,0,34,40,2,3,0,2339
2,0,9,13,41,2,0,3247
2,0,10,48,46,3,0,3127
2,0,28,19,35,2,0,4439
2,0,10,20,19,1,0,4069
2,0,46,17,27,2,1,2621
2,0,6,11,16,3,0,4213
2,0,38,19,31,2,1,2567
2,0,36,34,42,2,0,3329
2,0,21,48,4,3,0,1989
2,0,9,17,36,3,0,4048
2,0,4,30,29,1,0,2985
2,0,30,16,14,1,0,4348
2,0,11,41,34,2,1,5136
2,0,25,16,28,2,1,3648
2,0,26,17,33,1,0,3291
2,0,40,42,6,3,0,3545
2,0,22,10,33,3,0,4392
2,0,37,33,8,3,0,3850
2,0,1,46,25,1,0,2128
2,0,8,28,38,1,0,2754
2,0,32,18,20,1,0,1099
2,0,30,7,25,1,0,2725
2,0,8,47,31,1,1,4599
2,0,10,4,18,2,0,2935
2,0,14,29,10,3,0,1583
2,0,31,11,3,3,0,1983
2,0,9,20,44,1,0,3659
2,0,22,5,41,1,0,1704
2,0,41,29,15,1,0,3118
2,0,33,46,11,1,0,4090
2,0,24,37,28,2,0,2810
2,0,14,26,4,3,1,3575
2,0,35,10,38,3,0,4518
2,0,29,8,42,2,0,2834
2,0,29,40,33,3,0,2954
2,0,6,27,34,1,0,2080
2,0,44,32,5,3,0,3100
2,0,40,18,43,3,0,2605
2,0,31,28,10,2,0,3279
2,0,41,27,42,1,0,3682
2,0,37,15,43,3,0,2577
2,0,29,27,2,3,0,4679
2,0,40,10,27,2,0,5070
2,0,35,16,7,2,0,1593
2,0,20,4,46,2,1,1073
2,0,41,35,40,3,0,3002
2,0,7,41,37,3,0,2196
2,0,25,27,26,2,1,1653
2,0,7,6,48,1,1,1895
2,0,36,3,22,2,0,1346
2,0,46,37,22,2,0,3940
2,0,8,46,32,1,0,1721
2,0,37,30,47,1,0,1274
2,0,40,3,14,2,1,3113
2,0,41,38,25,1,0,2539
2,0,6,46,45,2,0,4094
2,0,5,7,36,1,0,1236
2,0,28,7,26,3,0,6175
2,0,45,17,37,2,0,2002
2,0,44,21,6,3,0,3782
2,0,48,44,18,3,1,1680
2,0,43,45,16,1,0,2612
2,0,17,38,13,3,0,2183
2,0,27,9,7,1,0,4565
2,0,20,11,21,3,0,5623
2,0,19,4,43,2,1,3217
2,0,3,16,5,1,0,2346
2,0,38,31,19,3,1,2714
2,0,17,3,1,1,0,1993
2,0,23,14,6,2,0,1057
2,0,18,13,46,2,0,1656
2,0,38,6,4,3,0,2377
2,0,1,8,21,1,0,1499
2,0,13,16,44,2,1,1307
2,0,28,18,13,3,0,1448
2,0,18,45,19,2,0,1842
2,0,6,26,32,1,1,1955
2,0,5,39,26,3,0,2130
2,0,35,8,36,2,0,2281
2,0,10,34,7,1,0,1986
2,0,24,38,27,1,1,2267
2,0,34,21,25,2,0,1594
2,0,11,24,36,1,0,2055
2,0,5,15,25,2,1,2725
2,0,14,35,39,3,0,3547
2,0,1,18,41,1,0,3027
2,0,45,39,25,2,0,2113
2,0,39,11,44,1,0,3784
2,0,32,4,23,2,0,3164
2,0,24,27,38,1,1,2690
2,0,22,2,31,2,0,5529
2,0,1,46,14,1,0,2394
2,0,24,4,31,2,0,1594
2,0,15,7,36,1,0,3739
2,0,34,13,30,2,0,4842
2,0,32,31,7,1,0,913
2,0,8,13,3,2,0,1524
2,0,26,40,23,3,0,4407
2,0,2,36,26,1,0,3055
2,0,23,24,22,1,1,3218
2,0,19,27,8,3,0,12673
2,0,11,8,30,2,0,5123
2,0,3,34,28,1,0,2611
2,0,27,33,12,3,0,1618
2,0,35,1,22,2,1,2810
2,0,46,17,27,2,1,1958
2,0,22,4,27,2,0,1203
2,0,46,40,30,1,0,10882
2,0,35,9,21,2,0,3503
2,0,24,41,39,1,0,1299
2,0,4,7,1,1,0,1997
2,0,39,34,31,3,0,1486
2,0,48,23,29,2,1,4122
2,0,45,47,41,2,1,2689
2,0,1,42,47,1,0,3706
2,0,14,28,44,1,0,2579
2,0,32,40,45,3,1,8125
2,0,41,31,23,3,1,4642
2,0,42,21,22,3,0,6047
2,0,48,9,26,2,0,4287
2,0,31,46,21,1,0,6554
2,0,26,35,46,2,0,7634
2,0,44,35,33,2,0,2362
2,0,19,3,30,2,0,1779
2,0,40,14,3,3,1,3794
2,0,15,48,17,2,0,3120
2,0,45,15,14,1,0,2277
2,0,11,42,10,3,0,3272
2,0,33,4,36,2,0,3107
2,0,25,44,42,1,0,1176
2,0,11,15,27,1,0,1162
2,0,5,27,37,3,0,6636
2,0,11,19,40,3,0,2519
2,0,22,26,43,2,0,3226
2,0,27,44,30,3,0,1537
2,0,9,4,40,2,0,92219
2,0,20,46,4,3,1,6414
2,0,48,47,27,3,0,2121
2,0,28,11,5,3,0,23002
2,0,27,23,36,2,1,5563
2,0,39,18,22,1,0,2073
2,0,7,42,45,3,0,12368
2,0,36,28,46,3,1,13020
2,0,4,28,45,1,0,28184
2,0,25,1,9,2,0,1362
2,0,21,26,15,1,0,49108
2,0,33,31,30,1,0,2363
2,0,47,25,32,1,0,5628
2,0,20,22,16,1,0,2194
2,0,12,29,9,1,0,1929
2,0,14,47,2,3,0,50169
2,0,18,35,27,3,0,3245
2,0,3,39,32,1,0,15232
2,0,12,13,21,1,0,27482
2,0,45,31,35,1,1,5529
2,0,12,45,34,1,0,58889
2,0,28,15,12,3,0,1277
2,0,44,7,18,1,0,6168
2,0,47,45,41,1,1,1404
2,0,26,18,30,2,0,5291
2,0,23,5,45,1,0,1594
2,0,38,43,36,2,0,38598
2,0,1,39,36,1,0,4798
2,0,16,17,42,2,1,2993
2,0,19,4,43,2,1,11322
2,0,18,42,13,1,0,40531
2,0,20,29,37,3,0,26626
2,0,23,10,8,3,0,1507
2,0,3,35,24,1,1,3808
2,0,18,3,9,2,0,1587
2,0,22,11,47,2,0,30146
2,0,34,8,9,2,0,1514
2,0,30,17,28,1,0,7690
2,0,2,37,1,3,0,1688
2,0,37,23,25,1,0,2290
2,0,40,25,14,1,0,4566
2,0,43,13,39,1,0,1221
2,0,17,29,31,3,0,2320
2,0,17,11,32,3,0,1445
2,0,9,39,37,3,0,21194
2,0,17,2,10,2,0,1994
2,0,1,2,44,2,0,6640
2,0,47,28,6,3,0,3156
2,0,35,17,4,3,0,5738
2,0,46,2,43,2,0,2105
2,0,32,14,38,1,0,11819
2,0,19,2,5,2,0,4409
2,0,33,28,39,2,0,1219
2,0,1,19,34,1,0,66026
2,0,21,39,2,3,0,4024
2,0,24,35,3,3,1,1795
2,0,21,29,5,1,0,3148
2,0,14,26,4,3,1,2756
2,0,48,40,13,2,0,1047
2,0,31,37,18,2,0,4176
2,0,43,1,31,2,0,1621
2,0,1,20,23,1,0,1698
2,0,37,16,48,1,0,1538
2,0,22,8,14,2,0,3730
2,0,46,12,42,2,0,1836
2,0,26,27,25,3,1,4840
2,0,7,20,14,3,0,1834
2,0,25,13,31,3,0,1642
2,0,14,1,27,2,0,1657
2,0,41,11,1,3,0,1784
2,0,17,39,23,3,0,1627
2,0,32,43,29,3,0,3993
2,0,46,23,44,2,0,8419
2,0,9,10,1,3,0,1922
2,0,25,6,22,3,0,4708
2,0,20,47,19,2,0,1114
2,0,30,35,12,2,0,3489
2,0,17,47,18,1,0,1483
2,0,44,43,17,2,0,3490
2,0,16,26,31,2,0,3678
2,0,16,12,1,3,0,1130
2,0,24,10,25,3,0,3603
2,0,38,48,3,3,0,2180
2,0,39,42,20,2,0,4026
2,0,13,22,45,3,0,1784
2,0,40,20,28,1,0,4467
2,0,10,32,16,1,0,2584
2,0,2,32,48,1,0,1371
2,0,40,36,16,1,0,7421
2,0,35,45,31,2,1,1082
2,0,31,8,47,2,1,2114
2,0,31,40,5,1,0,2309
2,0,24,40,1,3,0,2210
2,0,12,31,8,2,0,3567
2,0,23,15,19,1,0,1403
2,0,7,19,29,1,0,4884
2,0,43,48,11,3,0,2921
2,0,34,32,24,2,0,2601
2,0,17,34,20,2,0,9207
2,0,11,32,9,2,1,1195
2,0,34,19,44,1,0,1916
2,0,47,24,44,1,0,7440
2,0,28,21,23,3,0,3405
2,0,32,12,22,2,0,2714
2,0,44,18,48,3,1,4514
2,0,41,17,21,3,0,2545
2,0,41,44,4,3,0,8728
2,0,33,5,6,3,0,2547
2,0,24,33,18,2,0,2870
2,0,21,24,30,3,0,4291
2,0,6,32,26,2,1,2410
2,0,42,3,14,2,0,2157
2,0,28,1,29,2,0,2856
2,0,15,25,5,1,1,1306
2,0,20,36,48,3,0,1628
2,0,26,38,34,2,0,5587
2,0,18,28,29,3,0,1368
2,0,16,17,42,3,1,3267
2,0,27,31,20,2,0,27442
2,0,19,13,47,3,0,1750
2,0,26,13,19,2,0,2294
2,0,22,23,30,1,0,2164
2,0,28,2,16,2,0,2665
2,0,31,42,36,2,0,2087
2,0,38,18,8,3,0,2967
2,0,38,29,16,1,0,3016
2,0,47,33,7,2,0,3100
2,0,12,48,25,3,0,2945
2,0,33,15,13,3,0,2203
2,0,47,33,23,1,1,3091
2,0,26,20,8,3,0,2715
2,0,41,3,26,2,0,1893
2,0,16,32,33,2,0,4618
2,0,43,42,23,3,0,1620
2,0,9,47,15,2,0,2238
2,0,26,29,11,3,0,4364
2,0,35,1,22,2,1,2578
2,0,34,29,47,3,0,1914
2,0,38,30,5,2,0,2291
2,0,26,42,24,3,0,2865
2,0,10,43,41,2,0,3805
2,0,12,26,37,3,0,2920
2,0,27,45,3,3,0,2066
2,0,2,13,6,1,0,1619
2,0,36,45,29,1,0,3003
2,0,10,39,12,1,0,2354
2,0,48,8,45,2,0,1864
2,0,14,34,5,1,0,12729
2,0,10,5,13,1,0,2458
2,0,7,2,35,2,0,1591
2,0,19,25,17,2,0,1371
2,0,37,44,40,1,0,4132
2,0,17,6,8,2,0,4453
2,0,8,40,44,2,0,2139
2,0,46,20,38,3,0,4262
2,0,35,43,47,2,0,2146
2,0,18,14,11,2,0,1259
2,0,17,24,5,2,0,1978
2,0,45,38,44,1,0,2601
2,0,22,48,34,3,0,5581
2,0,10,36,30,3,0,3218
2,0,15,6,35,2,0,2724
2,0,47,36,21,3,0,1345
2,0,39,8,15,3,0,3659
2,0,37,42,38,2,0,1602
2,0,17,7,22,1,0,2146
2,0,28,25,16,2,1,1924
2,0,39,19,46,3,0,2209
2,0,11,9,32,3,1,2114
2,0,7,6,48,1,1,1996
2,0,18,25,36,2,0,4979
2,0,24,12,19,1,0,6280
2,0,6,37,3,3,1,3004
2,0,28,43,27,2,0,2428
2,0,2,33,9,1,0,2235
2,0,33,48,19,2,0,1672
2,0,39,17,40,3,0,4099
2,0,16,41,8,1,0,1926
2,0,4,5,8,1,0,2591
2,0,14,21,33,2,0,3386
2,0,41,19,22,3,0,2449
2,0,44,4,17,2,0,4523
2,0,30,14,41,2,0,1689
2,0,6,37,3,3,1,1657
2,0,43,19,14,1,0,7627
2,0,45,26,11,1,0,1489
2,0,43,21,3,3,0,3552
2,0,45,24,20,1,0,1698
2,0,29,6,39,2,0,992
2,0,12,36,44,1,0,3963
2,0,2,8,25,1,0,3101
2,0,13,1,27,2,0,10379
2,0,48,42,35,2,0,4570
2,0,21,40,7,3,0,1851
2,0,23,22,24,2,1,5648
2,0,11,23,13,2,0,1891
2,0,6,20,24,1,0,2947
2,0,13,20,12,3,0,1179
2,0,45,2,4,1,0,1082
2,0,43,2,12,2,0,2088
2,0,26,10,47,1,0,2428
2,0,9,38,46,3,0,2738
2,0,39,27,16,1,0,7107
2,0,14,37,36,2,0,3586
2,0,2,46,41,1,0,1499
2,0,6,41,12,3,0,3478
2,0,4,3,12,1,0,2512
2,0,27,21,32,3,1,2077
2,0,15,46,34,1,0,2034
2,0,6,43,30,2,0,4817
2,0,33,47,23,2,1,3196
2,0,48,39,30,1,0,1515
2,0,40,32,45,3,1,2475
2,0,10,15,37,1,0,3457
2,0,32,28,42,2,0,2850
2,0,11,2,38,2,0,2689
2,0,36,32,41,2,0,3137
2,0,15,30,20,1,0,2804
2,0,9,14,24,3,0,3274
2,0,23,31,41,1,1,4522
2,0,36,19,6,3,0,2660
2,0,6,37,31,2,0,5169
2,0,18,21,37,3,0,1186
2,0,11,4,25,2,0,7297
2,0,35,20,5,3,0,2905
2,0,40,22,38,2,0,3666
2,0,27,23,36,3,1,2970
2,0,29,24,13,3,0,2153
2,0,39,7,38,2,0,2483
2,0,21,19,16,2,0,1624
2,0,48,5,1,3,0,2226
2,0,1,26,44,1,0,1402
2,0,33,43,34,2,0,2072
2,0,38,47,20,1,0,10341
2,0,33,42,5,2,0,7596
2,0,40,15,3,3,0,16705
2,0,47,39,4,3,0,4266
2,0,28,13,14,2,0,1018
2,0,48,41,28,3,0,1579
2,0,10,1,6,2,0,3009
2,0,15,24,2,3,0,1569
2,0,7,36,13,3,0,1898
2,0,11,41,34,2,1,1931
2,0,34,18,37,3,0,2719
