"worker_no","exclude","trip.1","trip.2","trip.3","choice","isrepeat","RT"
15,0,43,28,8,3,0,1619
15,0,45,30,43,2,0,1460
15,0,17,41,12,2,1,2083
15,0,34,11,16,1,0,1467
15,0,15,3,42,2,0,1563
15,0,20,13,36,2,1,1250
15,0,36,28,21,3,0,3908
15,0,8,46,47,1,1,1977
15,0,6,17,33,2,0,3584
15,0,45,16,47,3,0,995
15,0,1,27,24,1,0,2132
15,0,41,13,24,3,0,1746
15,0,21,38,27,1,0,2163
15,0,16,3,21,2,0,1651
15,0,46,42,29,3,0,1453
15,0,42,2,43,1,0,1783
15,0,44,7,31,1,0,1681
15,0,23,20,19,1,1,1692
15,0,44,45,2,3,0,1060
15,0,9,11,14,2,0,1058
15,0,9,27,3,3,0,1659
15,0,10,36,34,3,1,1628
15,0,19,21,17,2,0,1576
15,0,22,12,16,2,0,1270
15,0,3,23,8,2,0,1291
15,0,46,6,31,3,1,3474
15,0,6,13,3,3,0,1995
15,0,25,21,35,3,0,2034
15,0,40,6,9,1,0,1876
15,0,2,4,34,3,0,1114
15,0,25,30,34,1,1,2330
15,0,39,37,25,1,0,1052
15,0,8,44,36,1,0,1007
15,0,3,40,35,1,0,2314
15,0,21,33,8,3,0,898
15,0,42,31,48,1,0,1878
15,0,31,3,28,2,0,1514
15,0,26,9,24,2,0,1618
15,0,12,36,11,2,0,1725
15,0,31,27,29,3,0,1349
15,0,47,43,5,1,0,1644
15,0,26,8,15,2,0,1310
15,0,18,2,35,2,0,2075
15,0,29,2,15,2,1,1194
15,0,13,26,34,1,0,1691
15,0,20,42,43,2,0,3257
15,0,4,38,3,1,0,2245
15,0,28,27,18,2,0,2048
15,0,27,2,13,1,0,972
15,0,32,7,25,3,0,1484
15,0,2,1,17,2,0,3562
15,0,36,30,1,3,0,2810
15,0,19,44,35,3,0,1444
15,0,48,46,25,3,0,1219
15,0,20,32,16,2,0,1811
15,0,39,10,20,2,0,1306
15,0,38,29,23,3,0,5900
15,0,17,30,37,3,0,1532
15,0,15,39,38,2,0,2036
15,0,35,42,4,2,0,1681
15,0,27,5,10,2,0,1195
15,0,8,3,30,2,0,1668
15,0,40,23,34,2,0,3970
15,0,46,2,13,1,0,1803
15,0,42,36,23,3,0,1316
15,0,20,30,33,3,0,6546
15,0,25,14,29,1,0,2498
15,0,33,26,43,1,0,964
15,0,45,25,12,1,0,1603
15,0,12,6,25,3,0,1351
15,0,23,1,16,3,0,1286
15,0,19,20,23,3,1,1514
15,0,23,15,6,1,0,1253
15,0,31,36,25,3,0,2036
15,0,11,9,44,1,0,2372
15,0,5,39,21,1,0,2993
15,0,8,35,17,1,0,1186
15,0,4,13,15,3,0,1355
15,0,29,41,30,1,0,947
15,0,9,36,38,2,0,1170
15,0,39,31,23,2,0,1643
15,0,9,31,1,3,0,1580
15,0,29,12,35,2,0,1294
15,0,12,25,42,2,1,1268
15,0,19,25,11,2,0,1858
15,0,1,13,35,1,0,1619
15,0,33,39,34,2,0,3156
15,0,24,30,22,2,0,4132
15,0,45,20,14,1,0,5691
15,0,47,48,44,3,0,1801
15,0,3,20,1,2,0,1937
15,0,28,37,44,2,0,1892
15,0,5,38,12,1,0,1146
15,0,47,32,31,2,0,6103
15,0,25,22,3,3,0,1681
15,0,28,29,11,3,1,1610
15,0,27,12,1,1,0,1690
15,0,41,17,12,3,1,1257
15,0,5,46,9,2,0,1187
15,0,9,29,7,1,0,1275
15,0,2,36,14,1,0,1764
15,0,19,46,3,3,0,2012
15,0,44,41,33,3,0,2049
15,0,10,45,46,3,1,1476
15,0,16,37,31,2,0,2946
15,0,24,6,2,3,0,1277
15,0,2,40,33,3,0,2305
15,0,4,24,19,1,0,1324
15,0,28,39,17,2,1,1389
15,0,45,43,6,2,1,1803
15,0,47,37,18,2,0,3489
15,0,2,15,29,1,1,2026
15,0,2,39,47,1,0,1540
15,0,17,44,46,3,1,2122
15,0,4,13,28,3,0,1331
15,0,45,15,27,3,0,1939
15,0,23,12,32,1,0,882
15,0,14,42,15,2,0,1099
15,0,46,20,18,1,0,1218
15,0,2,3,11,1,0,1386
15,0,32,23,9,2,0,1155
15,0,8,48,32,3,0,2124
15,0,30,2,5,2,0,3075
15,0,29,47,6,2,0,3125
15,0,32,10,11,1,0,2457
15,0,29,13,48,2,1,1163
15,0,42,21,11,2,0,2420
15,0,14,21,41,2,0,1682
15,0,36,35,41,3,0,2152
15,0,17,45,23,3,0,1989
15,0,6,41,1,1,0,1284
15,0,4,48,43,2,1,2786
15,0,35,32,5,3,0,1282
15,0,33,13,18,3,0,2275
15,0,29,4,37,1,0,859
15,0,46,6,31,1,1,2594
15,0,38,30,46,2,0,1866
15,0,27,11,4,3,0,1885
15,0,24,48,21,1,0,1715
15,0,4,16,17,1,0,1987
15,0,35,27,48,2,0,2855
15,0,29,16,43,3,0,1219
15,0,14,40,13,1,0,1445
15,0,5,42,44,1,0,3910
15,0,28,5,1,3,0,3036
15,0,39,46,22,3,0,3647
15,0,34,20,38,1,0,1417
15,0,28,10,26,2,0,2267
15,0,14,10,4,3,0,1408
15,0,44,28,19,3,0,2324
15,0,12,41,19,1,0,2683
15,0,10,38,17,1,0,1660
15,0,37,35,15,1,0,1293
15,0,6,27,44,1,0,1908
15,0,40,27,46,1,0,1160
15,0,42,18,6,1,1,1151
15,0,8,12,24,2,0,1539
15,0,29,28,11,3,1,1229
15,0,19,36,43,3,1,1355
15,0,8,22,45,2,0,1035
15,0,18,15,25,3,0,1618
15,0,23,13,30,3,0,1187
15,0,44,22,40,2,0,1131
15,0,33,19,45,1,0,2141
15,0,29,3,44,2,0,1372
15,0,24,35,1,3,0,2341
15,0,16,48,14,2,1,1057
15,0,7,11,15,1,0,1875
15,0,28,19,6,2,0,1124
15,0,44,30,15,2,0,1403
15,0,23,41,2,2,0,1846
15,0,28,30,12,3,0,1567
15,0,18,41,32,1,0,1235
15,0,39,4,30,2,0,1500
15,0,48,31,30,3,0,1410
15,0,42,27,22,2,0,1633
15,0,38,17,31,3,0,2266
15,0,48,45,3,1,0,970
15,0,48,1,11,2,0,1444
15,0,28,25,2,1,0,5195
15,0,33,46,1,3,1,1571
15,0,24,43,34,1,0,1082
15,0,29,10,18,2,0,1723
15,0,25,4,40,1,0,1099
15,0,37,6,48,1,0,2050
15,0,26,36,46,3,0,2135
15,0,10,2,19,2,0,1638
15,0,26,32,2,2,0,1616
15,0,7,21,46,1,0,2034
15,0,16,14,48,3,1,2516
15,0,21,20,2,2,1,1746
15,0,22,38,19,1,0,1842
15,0,13,22,43,2,0,1332
15,0,42,28,45,2,0,1954
15,0,15,14,12,3,0,1597
15,0,1,19,8,1,0,939
15,0,37,33,4,2,0,2067
15,0,4,7,47,1,0,1514
15,0,41,39,27,3,0,1569
15,0,29,13,48,2,1,1204
15,0,11,20,41,1,0,2309
15,0,32,40,38,2,0,2233
15,0,7,16,19,3,0,1404
15,0,38,14,1,1,0,1137
15,0,8,1,10,2,0,2884
15,0,7,34,35,2,1,1412
15,0,18,16,44,2,0,1515
15,0,39,1,7,2,0,1395
15,0,22,17,29,1,0,1682
15,0,35,14,33,3,0,1971
15,0,8,37,14,2,0,1899
15,0,5,33,16,2,0,1564
15,0,25,34,30,3,1,4010
15,0,31,19,13,2,0,2427
15,0,7,5,23,3,0,452
15,0,26,18,7,2,0,1388
15,0,40,19,5,2,0,2618
15,0,26,16,27,3,0,1475
15,0,26,1,29,2,0,1211
15,0,27,33,25,1,0,899
15,0,34,15,31,1,0,1434
15,0,9,20,22,1,0,1530
15,0,37,36,40,2,1,4587
15,0,32,22,3,3,0,1643
15,0,39,17,28,3,1,1492
15,0,9,2,16,2,0,930
15,0,18,43,38,2,0,971
15,0,38,2,37,1,0,1235
15,0,15,32,19,1,0,1564
15,0,6,21,22,2,0,1875
15,0,15,43,1,2,0,1398
15,0,20,37,27,2,0,1801
15,0,5,48,22,1,0,1028
15,0,14,42,39,1,1,980
15,0,36,24,16,2,0,1186
15,0,42,41,16,3,0,1868
16,0,34,5,3,3,0,4777
16,0,19,3,7,2,0,1801
16,0,36,27,7,1,1,3596
16,0,20,28,7,3,1,1619
16,0,24,37,32,2,0,2317
16,0,17,11,47,3,0,5834
16,0,46,13,11,1,0,4873
16,0,9,45,35,3,0,3953
16,0,10,34,36,2,1,2207
16,0,37,9,13,1,0,3928
16,0,1,37,19,3,1,3786
16,0,13,39,32,1,0,3644
16,0,46,44,17,1,1,3745
16,0,3,15,47,1,0,2301
16,0,39,7,45,2,0,2652
16,0,39,14,42,1,1,3446
16,0,31,20,24,2,0,8547
16,0,4,20,44,1,0,1880
16,0,25,20,5,2,0,2023
16,0,42,13,8,2,0,2921
16,0,48,33,29,2,0,3643
16,0,33,3,7,2,0,1746
16,0,36,47,33,3,0,4358
16,0,22,36,15,1,0,4992
16,0,3,24,10,1,0,2072
16,0,37,45,5,1,0,2437
16,0,26,3,37,1,0,5992
16,0,23,43,25,2,0,2048
16,0,40,47,30,2,0,6064
16,0,31,12,2,3,0,5643
16,0,35,7,34,3,1,2025
16,0,37,10,42,1,0,3262
16,0,6,16,30,2,0,6000
16,0,11,8,38,2,0,2809
16,0,17,15,40,3,0,1984
16,0,48,36,39,2,0,5699
16,0,20,6,26,3,0,3231
16,0,17,42,24,1,0,4572
16,0,47,41,23,3,0,2475
16,0,40,43,7,1,0,4532
16,0,36,43,19,2,1,4636
16,0,8,2,27,2,0,3127
16,0,21,20,2,2,1,1898
16,0,46,45,10,2,1,13714
16,0,35,23,46,2,0,2652
16,0,25,26,41,1,0,2786
16,0,4,7,12,1,0,1390
16,0,8,31,5,2,0,2953
16,0,8,4,6,2,1,2294
16,0,34,47,14,3,0,3834
16,0,7,2,48,2,0,4636
16,0,36,45,18,2,0,1366
16,0,17,27,14,3,0,3199
16,0,21,47,1,3,0,2183
16,0,29,36,5,2,0,4405
16,0,42,47,9,3,0,4104
16,0,34,6,46,2,0,2953
16,0,34,41,8,3,0,5563
16,0,33,15,9,2,0,2240
16,0,11,40,45,2,0,5903
16,0,41,21,40,3,0,1676
16,0,10,9,30,1,0,4118
16,0,26,4,40,2,0,2517
16,0,19,47,27,1,0,6540
16,0,42,6,18,1,1,4889
16,0,46,37,41,2,0,2311
16,0,14,46,28,2,0,2055
16,0,24,11,5,2,0,1739
16,0,9,41,43,1,0,3294
16,0,38,33,42,1,0,3723
16,0,27,36,7,2,1,2159
16,0,22,1,37,1,0,2786
16,0,8,9,18,3,0,2723
16,0,10,40,16,3,0,3063
16,0,28,48,40,3,0,5429
16,0,23,18,14,1,1,1469
16,0,17,32,43,1,0,1992
16,0,1,47,28,1,0,1897
16,0,7,22,2,3,0,3509
16,0,16,1,46,3,0,2651
16,0,35,20,47,2,0,3374
16,0,46,47,8,3,1,2341
16,0,32,4,46,2,0,2373
16,0,26,45,31,2,0,2413
16,0,1,29,31,3,0,3071
16,0,18,34,19,1,0,5056
16,0,16,35,22,3,0,2636
16,0,38,35,28,2,0,2087
16,0,37,1,19,1,1,1659
16,0,43,21,37,3,0,1667
16,0,21,26,23,3,0,1462
16,0,14,23,18,2,1,1484
16,0,28,34,9,3,0,5056
16,0,14,24,7,1,0,3190
16,0,39,6,35,2,0,5174
16,0,41,7,17,1,0,4446
16,0,11,6,43,2,0,1715
16,0,19,39,29,1,0,2531
16,0,11,37,30,2,0,2677
16,0,13,10,44,3,0,2802
16,0,24,47,38,3,0,5041
16,0,44,27,23,3,0,1857
16,0,32,27,30,3,0,1587
16,0,6,45,43,3,1,1327
16,0,43,34,27,1,1,1905
16,0,6,5,14,2,0,5152
16,0,1,34,44,1,0,3786
16,0,21,22,34,2,0,1770
16,0,28,32,33,1,0,3366
16,0,39,43,44,1,0,3406
16,0,40,20,12,2,0,6667
16,0,11,23,33,1,0,5277
16,0,27,34,43,3,1,1318
16,0,21,39,9,3,0,1708
16,0,41,10,31,1,0,1698
16,0,12,25,42,1,1,4240
16,0,8,16,39,1,0,4445
16,0,28,16,15,3,0,3905
16,0,20,17,18,2,0,5191
16,0,18,14,3,3,0,1270
16,0,1,10,25,1,0,1342
16,0,18,22,11,1,0,3540
16,0,20,8,29,2,0,1754
16,0,36,17,3,3,0,1794
16,0,17,26,5,3,0,1658
16,0,8,7,25,1,0,4405
16,0,13,7,38,3,0,2986
16,0,30,19,14,2,0,5023
16,0,21,44,12,3,0,1929
16,0,23,4,22,3,0,2057
16,0,18,12,9,2,0,1436
16,0,1,45,32,1,0,2231
16,0,24,44,25,3,0,2651
16,0,40,39,8,1,0,4025
16,0,24,33,45,1,0,2049
16,0,16,38,25,3,0,7564
16,0,4,31,21,1,0,1754
16,0,48,9,19,3,0,1581
16,0,12,26,48,2,0,1928
16,0,14,32,44,1,0,1351
16,0,16,13,5,2,0,4127
16,0,38,26,44,1,1,4865
16,0,48,18,5,1,0,3335
16,0,29,24,40,2,0,1842
16,0,12,26,47,1,0,3126
16,0,12,37,34,2,0,1595
16,0,40,36,37,3,1,2991
16,0,4,18,1,2,0,3374
16,0,25,13,47,3,0,2674
16,0,3,43,41,1,0,5547
16,0,46,15,24,3,0,3532
16,0,17,34,48,3,0,6429
16,0,34,45,29,2,0,1620
16,0,8,6,4,3,1,1913
16,0,48,38,41,1,0,2897
16,0,31,22,33,3,0,3405
16,0,11,39,26,1,0,2072
16,0,13,17,12,1,0,2547
16,0,35,26,30,1,0,6611
16,0,14,26,22,1,0,4024
16,0,20,15,48,3,0,3705
16,0,5,15,41,3,0,2040
16,0,7,28,20,1,1,2152
16,0,6,10,7,1,0,1880
16,0,46,1,33,2,1,1436
16,0,48,10,23,2,0,1683
16,0,28,22,41,2,0,1334
16,0,26,44,38,3,1,1968
16,0,24,18,39,2,0,5279
16,0,31,35,11,3,0,1809
16,0,10,33,12,2,0,2468
16,0,21,15,10,3,0,2040
16,0,41,4,45,2,1,3976
16,0,42,34,32,2,0,1501
16,0,40,31,18,3,0,4166
16,0,13,36,20,1,1,3095
16,0,23,24,28,1,0,3389
16,0,36,4,2,1,0,2801
16,0,42,19,26,1,0,3604
16,0,9,4,5,2,0,3992
16,0,6,45,38,3,0,1665
16,0,45,41,4,3,1,5913
16,0,1,40,42,1,0,1135
16,0,12,39,3,3,0,1929
16,0,18,30,21,2,0,6437
16,0,42,30,7,3,0,2215
16,0,23,37,7,3,0,2254
16,0,4,48,43,1,1,3334
16,0,9,25,17,3,0,1524
16,0,21,13,45,3,0,2390
16,0,6,32,36,2,0,3168
16,0,32,21,29,3,0,1476
16,0,14,43,31,1,0,1857
16,0,35,43,10,2,0,2961
16,0,46,12,43,2,0,2445
16,0,10,22,47,2,0,2493
16,0,43,28,8,3,0,1770
16,0,45,30,43,3,0,4366
16,0,17,41,12,3,1,1825
16,0,34,11,16,1,0,2603
16,0,15,3,42,3,0,4215
16,0,20,13,36,2,1,1278
16,0,36,28,21,3,0,1977
16,0,8,46,47,1,1,1833
16,0,6,17,33,2,0,3698
16,0,45,16,47,1,0,3373
16,0,1,27,24,1,0,1151
16,0,41,13,24,2,0,1334
16,0,21,38,27,2,0,1587
16,0,16,3,21,2,0,2064
16,0,46,42,29,1,0,1890
16,0,42,2,43,2,0,2159
16,0,44,7,31,2,0,5270
16,0,23,20,19,1,1,1612
16,0,44,45,2,3,0,1469
16,0,9,11,14,2,0,4873
16,0,9,27,3,3,0,2930
16,0,10,36,34,3,1,1414
16,0,19,21,17,2,0,3833
16,0,22,12,16,2,0,3779
16,0,3,23,8,1,0,5786
16,0,46,6,31,2,1,1477
16,0,6,13,3,3,0,4452
16,0,25,21,35,1,0,2636
16,0,40,6,9,1,0,3826
16,0,2,4,34,3,0,2254
16,0,25,30,34,1,1,1374
16,0,39,37,25,2,0,2063
16,0,8,44,36,3,0,4564
16,0,3,40,35,1,0,6508
16,0,21,33,8,3,0,1121
16,0,42,31,48,2,0,2255
16,0,31,3,28,2,0,1579
16,0,26,9,24,2,0,6230
16,0,12,36,11,2,0,1722
16,0,31,27,29,3,0,2715
16,0,47,43,5,3,0,3516
16,0,26,8,15,2,0,1905
16,0,18,2,35,2,0,1937
16,0,29,2,15,2,1,5311
16,0,13,26,34,1,0,1167
16,0,20,42,43,1,0,5667
16,0,4,38,3,2,0,11238
16,0,28,27,18,2,0,1428
16,0,27,2,13,1,0,2200
16,0,32,7,25,3,0,1611
16,0,2,1,17,3,0,1596
16,0,36,30,1,1,0,3143
16,0,19,44,35,3,0,2612
16,0,48,46,25,2,0,1739
16,0,20,32,16,1,0,1865
16,0,39,10,20,3,0,2525
16,0,38,29,23,1,0,1889
16,0,17,30,37,3,0,3461
16,0,15,39,38,3,0,4335
16,0,35,42,4,3,0,1397
16,0,27,5,10,2,0,5723
16,0,8,3,30,2,0,2349
16,0,40,23,34,1,0,2906
16,0,46,2,13,1,0,1762
16,0,42,36,23,3,0,2928
16,0,20,30,33,3,0,1421
16,0,25,14,29,1,0,4079
16,0,33,26,43,1,0,5731
16,0,45,25,12,2,0,2730
16,0,12,6,25,2,0,1851
16,0,23,1,16,1,0,3463
16,0,19,20,23,3,1,3807
16,0,23,15,6,2,0,3001
16,0,31,36,25,1,0,1898
16,0,11,9,44,2,0,5151
16,0,5,39,21,2,0,2262
16,0,8,35,17,1,0,2018
16,0,4,13,15,3,0,1500
16,0,29,41,30,1,0,2316
16,0,9,36,38,2,0,5191
16,0,39,31,23,2,0,2104
16,0,9,31,1,2,0,3938
16,0,29,12,35,2,0,3557
16,0,12,25,42,3,1,3174
16,0,19,25,11,2,0,1867
16,0,1,13,35,1,0,3175
16,0,33,39,34,3,0,2659
16,0,24,30,22,2,0,2810
16,0,45,20,14,2,0,4247
16,0,47,48,44,2,0,5086
16,0,3,20,1,2,0,2526
16,0,28,37,44,2,0,2595
16,0,5,38,12,1,0,3945
16,0,47,32,31,2,0,1215
16,0,25,22,3,2,0,4699
16,0,28,29,11,2,1,2293
16,0,27,12,1,1,0,2787
16,0,41,17,12,2,1,1350
16,0,5,46,9,2,0,3023
16,0,9,29,7,3,0,2112
16,0,2,36,14,1,0,2834
16,0,19,46,3,2,0,2754
16,0,44,41,33,3,0,3516
16,0,10,45,46,2,1,1476
16,0,16,37,31,3,0,2962
16,0,24,6,2,3,0,1406
16,0,2,40,33,3,0,2874
16,0,4,24,19,1,0,1587
16,0,28,39,17,1,1,3126
16,0,45,43,6,2,1,1620
16,0,47,37,18,2,0,2325
16,0,2,15,29,1,1,4896
16,0,2,39,47,1,0,3817
16,0,17,44,46,1,1,2666
16,0,4,13,28,1,0,1484
16,0,45,15,27,3,0,2944
16,0,23,12,32,3,0,1682
16,0,14,42,15,2,0,2897
16,0,46,20,18,1,0,2144
16,0,2,3,11,3,0,1690
16,0,32,23,9,1,0,2111
16,0,8,48,32,3,0,1794
16,0,30,2,5,2,0,2024
16,0,29,47,6,2,0,2619
16,0,32,10,11,1,0,2024
16,0,29,13,48,1,1,1690
16,0,42,21,11,1,0,2929
16,0,14,21,41,2,0,1541
16,0,36,35,41,1,0,2198
16,0,17,45,23,1,0,3945
16,0,6,41,1,3,0,3524
16,0,4,48,43,1,1,5341
16,0,35,32,5,3,0,4524
16,0,33,13,18,1,0,3096
16,0,29,4,37,1,0,1834
16,0,46,6,31,2,1,3405
16,0,38,30,46,1,0,1222
16,0,27,11,4,3,0,2674
16,0,24,48,21,2,0,2825
16,0,4,16,17,1,0,1460
16,0,35,27,48,3,0,3715
16,0,29,16,43,3,0,1429
16,0,14,40,13,1,0,1365
16,0,5,42,44,2,0,6239
16,0,28,5,1,3,0,1380
16,0,39,46,22,3,0,2033
16,0,34,20,38,2,0,2159
16,0,28,10,26,2,0,1309
16,0,14,10,4,3,0,3349
16,0,44,28,19,2,0,6636
16,0,12,41,19,1,0,6802
16,0,10,38,17,1,0,1445
16,0,37,35,15,1,0,6436
16,0,6,27,44,1,0,6143
16,0,40,27,46,1,0,2866
16,0,42,18,6,3,1,2230
16,0,8,12,24,3,0,2462
16,0,29,28,11,1,1,1516
16,0,19,36,43,2,1,3191
16,0,8,22,45,2,0,1501
16,0,18,15,25,3,0,1667
16,0,23,13,30,3,0,2190
16,0,44,22,40,3,0,1429
16,0,33,19,45,2,0,4984
16,0,29,3,44,2,0,2127
16,0,24,35,1,3,0,8120
16,0,16,48,14,2,1,2492
16,0,7,11,15,1,0,3080
16,0,28,19,6,3,0,1318
16,0,44,30,15,2,0,8438
16,0,23,41,2,2,0,1850
16,0,28,30,12,3,0,3619
16,0,18,41,32,1,0,1342
16,0,39,4,30,2,0,1412
16,0,48,31,30,3,0,5520
16,0,42,27,22,3,0,2943
16,0,38,17,31,3,0,3936
16,0,48,45,3,3,0,1572
16,0,48,1,11,1,0,1563
16,0,28,25,2,1,0,11333
16,0,33,46,1,3,1,4309
16,0,24,43,34,3,0,2628
16,0,29,10,18,2,0,3882
16,0,25,4,40,2,0,2271
16,0,37,6,48,1,0,2603
16,0,26,36,46,2,0,2002
16,0,10,2,19,2,0,8937
16,0,26,32,2,3,0,2040
16,0,7,21,46,1,0,5143
16,0,16,14,48,3,1,3374
16,0,21,20,2,2,1,2365
16,0,22,38,19,1,0,2136
16,0,13,22,43,2,0,2445
16,0,42,28,45,2,0,4135
16,0,15,14,12,3,0,3072
16,0,1,19,8,2,0,1477
16,0,37,33,4,2,0,5119
16,0,4,7,47,1,0,2159
16,0,41,39,27,3,0,1763
16,0,29,13,48,1,1,2611
16,0,11,20,41,2,0,1786
16,0,32,40,38,3,0,3946
16,0,7,16,19,1,0,2842
16,0,38,14,1,2,0,4207
16,0,8,1,10,3,0,1826
16,0,7,34,35,2,1,2883
16,0,18,16,44,3,0,2826
16,0,39,1,7,3,0,4730
16,0,22,17,29,1,0,3239
16,0,35,14,33,2,0,3628
16,0,8,37,14,2,0,2603
16,0,5,33,16,3,0,1659
16,0,25,34,30,3,1,1659
16,0,31,19,13,3,0,1779
16,0,7,5,23,1,0,2897
16,0,26,18,7,2,0,3215
16,0,40,19,5,2,0,2174
16,0,26,16,27,2,0,4191
16,0,26,1,29,2,0,2048
16,0,27,33,25,2,0,3120
16,0,34,15,31,3,0,3136
16,0,9,20,22,3,0,6438
16,0,37,36,40,2,1,1849
16,0,32,22,3,3,0,1881
16,0,39,17,28,3,1,3048
16,0,9,2,16,2,0,2493
16,0,18,43,38,2,0,2453
16,0,38,2,37,1,0,2745
16,0,15,32,19,2,0,2715
16,0,6,21,22,1,0,3985
16,0,15,43,1,3,0,1476
16,0,20,37,27,2,0,3603
16,0,5,48,22,1,0,2762
16,0,14,42,39,2,1,1874
16,0,36,24,16,2,0,1778
16,0,42,41,16,3,0,1223
17,0,15,18,30,3,0,2866
17,0,9,48,5,2,0,2105
17,0,2,30,22,2,0,3545
17,0,2,20,39,1,0,2119
17,0,18,1,20,2,0,1301
17,0,42,14,40,3,0,4302
17,0,14,35,11,1,0,2952
17,0,6,7,31,1,0,3993
17,0,25,17,23,2,1,2744
17,0,34,5,6,3,1,3686
17,0,36,5,42,2,0,1722
17,0,25,11,5,2,0,1363
17,0,8,26,4,2,0,3155
17,0,9,31,44,1,1,1391
17,0,46,27,28,3,0,3428
17,0,28,23,14,2,0,1856
17,0,34,18,41,2,0,2952
17,0,27,1,10,2,0,2948
17,0,44,12,17,2,0,2837
17,0,10,3,32,2,0,7883
17,0,38,6,22,1,0,7457
17,0,24,4,23,1,0,3311
17,0,8,7,33,1,0,2821
17,0,16,15,9,3,0,2357
17,0,44,39,34,1,0,4203
17,0,9,7,42,1,0,4323
17,0,46,37,18,2,0,3725
17,0,35,2,20,2,0,2706
17,0,20,32,41,2,0,5199
17,0,28,44,8,3,0,4113
17,0,47,14,3,3,0,4163
17,0,12,31,19,1,0,2830
17,0,22,37,40,2,0,8845
17,0,35,10,48,2,0,2331
17,0,31,27,8,3,0,2986
17,0,20,36,30,3,1,4185
17,0,12,34,2,2,0,2889
17,0,27,28,29,1,0,2402
17,0,19,36,4,3,0,3804
17,0,45,39,36,2,0,1180
17,0,45,3,12,1,0,1878
17,0,28,16,36,3,0,2466
17,0,8,48,37,2,0,2738
17,0,43,3,25,1,0,4600
17,0,38,23,37,1,0,2439
17,0,21,22,16,2,0,2994
17,0,21,15,48,3,0,5588
17,0,32,4,5,2,0,4758
17,0,48,14,43,3,0,2396
17,0,27,33,45,1,0,5282
17,0,43,27,24,2,0,4376
17,0,3,8,41,3,0,10869
17,0,14,16,8,3,0,3393
17,0,27,4,25,1,0,3958
17,0,7,21,19,3,0,2812
17,0,19,41,26,1,0,2707
17,0,41,28,12,3,0,11394
17,0,14,34,7,1,0,4720
17,0,20,6,16,2,0,3233
17,0,26,18,2,3,0,4975
17,0,6,27,11,2,0,4937
17,0,30,40,1,2,0,9704
17,0,1,7,23,2,0,3625
17,0,17,18,38,2,0,3831
17,0,8,43,45,2,1,2819
17,0,9,3,20,3,0,6505
17,0,4,9,13,2,0,5165
17,0,29,32,48,2,0,2768
17,0,45,22,41,2,0,7281
17,0,27,13,17,2,0,4684
17,0,43,30,7,2,1,3170
17,0,37,9,1,1,0,3232
17,0,41,6,4,3,0,9429
17,0,28,18,10,3,0,5080
17,0,15,34,10,3,0,3818
17,0,32,25,40,1,0,4135
17,0,10,11,39,3,0,2367
17,0,7,35,41,3,0,3046
17,0,11,4,43,2,0,5927
17,0,3,1,5,3,1,2862
17,0,15,19,45,3,0,4458
17,0,5,16,38,2,0,2347
17,0,2,23,10,3,0,4178
17,0,43,40,34,2,0,1642
17,0,4,44,37,2,0,2496
17,0,25,17,23,2,1,3074
17,0,15,20,43,3,0,4415
17,0,30,11,31,1,0,3487
17,0,29,44,41,3,0,4726
17,0,18,6,13,2,0,4116
17,0,24,31,1,3,0,3589
17,0,13,22,34,3,1,2755
17,0,30,45,24,3,0,4079
17,0,29,24,3,3,0,2656
17,0,38,15,12,2,0,3197
17,0,36,11,37,3,1,3183
17,0,33,42,41,1,1,15387
17,0,26,37,7,2,0,3693
17,0,29,25,46,2,0,4996
17,0,19,14,29,1,0,5325
17,0,7,38,4,3,0,3162
17,0,4,46,12,2,1,1724
17,0,6,32,34,2,0,2332
17,0,11,28,3,3,1,5828
17,0,5,44,45,2,0,4183
17,0,29,35,9,2,1,3724
17,0,46,31,47,1,0,9397
17,0,30,26,5,3,0,2627
17,0,45,34,40,3,0,2114
17,0,37,6,27,1,0,3117
17,0,11,17,21,2,0,2469
17,0,27,18,37,2,0,6410
17,0,27,38,42,1,0,3420
17,0,23,12,35,3,0,2052
17,0,24,28,17,1,0,11159
17,0,39,18,29,1,0,7358
17,0,42,4,2,1,1,6662
17,0,35,16,25,3,0,3745
17,0,35,47,17,3,0,5130
17,0,45,25,10,2,0,3053
17,0,39,38,8,2,0,1422
17,0,29,5,47,2,0,1661
17,0,45,7,48,1,0,3084
17,0,7,22,10,2,0,8263
17,0,19,44,2,3,0,8127
17,0,24,11,42,2,1,4844
17,0,5,10,8,2,0,3356
17,0,20,48,31,1,0,2271
17,0,39,32,1,2,0,2327
17,0,6,12,21,1,0,4609
17,0,6,28,42,3,0,2973
17,0,5,21,43,3,0,2509
17,0,30,38,25,3,0,4082
17,0,14,21,31,1,0,4548
17,0,22,12,9,3,0,8902
17,0,25,28,9,1,0,3661
17,0,2,41,25,2,0,3009
17,0,46,36,23,1,1,2316
17,0,23,29,21,2,0,2791
17,0,10,31,30,3,0,4154
17,0,11,9,40,3,0,4075
17,0,32,21,45,3,0,3412
17,0,17,16,22,3,0,8930
17,0,14,10,38,2,0,3809
17,0,36,41,43,1,1,9637
17,0,8,9,2,2,0,5449
17,0,24,46,5,1,0,7545
17,0,33,23,34,3,0,5679
17,0,37,20,3,2,0,9117
17,0,46,17,37,3,0,6482
17,0,1,33,6,1,0,4022
17,0,35,30,3,3,0,17585
17,0,34,5,6,3,1,3344
17,0,21,33,24,3,0,5692
